27378,SAMANTHA,LEE,1947-03-19,M,NA,samantha23@adventure-works.com,"$30,000 ",High School,Professional
28266,WYATT,FLORES,1961-03-23,S,NA,wyatt62@adventure-works.com,"$90,000 ",High School,Professional
11623,ANGELA,PERRY,1973-06-27,S,NA,angela10@adventure-works.com,"$50,000 ",Graduate Degree,Skilled Manual
12790,BRANDON,KUMAR,1958-10-05,S,NA,brandon25@adventure-works.com,"$60,000 ",Graduate Degree,Skilled Manual
17696,MADISON,SIMMONS,1973-04-21,S,NA,madison27@adventure-works.com,"$50,000 ",Graduate Degree,Skilled Manual
19232,CANDICE,CHOW,1959-11-13,S,NA,candice10@adventure-works.com,"$60,000 ",Graduate Degree,Skilled Manual
23819,VANESSA,WASHINGTON,1973-04-14,M,NA,vanessa14@adventure-works.com,"$40,000 ",Graduate Degree,Skilled Manual
15446,LEVI,MADAN,1961-05-23,S,NA,levi7@adventure-works.com,"$20,000 ",Graduate Degree,Clerical
20963,TERESA,DOMINGUEZ,1961-09-13,M,NA,teresa13@adventure-works.com,"$20,000 ",Graduate Degree,Clerical
20964,EMILY,BUTLER,1935-12-17,S,NA,emily39@adventure-works.com,"$10,000 ",Graduate Degree,Clerical
22386,JEROME,GILL,1935-03-15,M,NA,jerome12@adventure-works.com,"$20,000 ",Graduate Degree,Clerical
25598,KENDRA,RUIZ,1970-07-17,M,NA,kendra2@adventure-works.com,"$40,000 ",Graduate Degree,Clerical
15479,ANDREA,WRIGHT,1971-08-21,M,NA,andrea42@adventure-works.com,"$60,000 ",Graduate Degree,Professional
11082,ANGELA,BUTLER,1966-08-04,S,NA,angela17@adventure-works.com,"$130,000 ",Graduate Degree,Management
15405,MIGUEL,ROSS,1953-03-24,M,NA,miguel50@adventure-works.com,"$70,000 ",Graduate Degree,Management
16676,AMANDA,PERRY,1966-03-26,M,NA,amanda29@adventure-works.com,"$130,000 ",Graduate Degree,Management
16835,NOAH,NELSON,1933-10-14,M,NA,noah36@adventure-works.com,"$70,000 ",Graduate Degree,Management
17065,CEDRIC,CHEN,1966-04-27,M,NA,cedric2@adventure-works.com,"$100,000 ",Graduate Degree,Management
17476,ALEXANDRIA,STEWART,1941-03-07,M,NA,alexandria43@adventure-works.com,"$60,000 ",Graduate Degree,Management
18848,CHRISTIAN,HARRIS,1936-05-04,M,NA,christian49@adventure-works.com,"$70,000 ",Graduate Degree,Management
20382,JACK,HERNANDEZ,1938-09-24,M,NA,jack53@adventure-works.com,"$70,000 ",Graduate Degree,Management
24422,THOMAS,LAL,1935-09-01,M,NA,thomas32@adventure-works.com,"$80,000 ",Graduate Degree,Management
25189,AIDAN,HAYES,1936-04-14,M,NA,aidan24@adventure-works.com,"$50,000 ",Graduate Degree,Management
28981,LUKE,JAI,1940-03-17,S,NA,luke21@adventure-works.com,"$60,000 ",Graduate Degree,Management
12372,DARREN,PRASAD,1963-09-18,S,NA,darren12@adventure-works.com,"$60,000 ",Bachelors,Professional
12936,RENEE,MORENO,1965-03-27,S,NA,renee6@adventure-works.com,"$40,000 ",Bachelors,Professional
14676,MICAH,WANG,1967-01-26,S,NA,micah11@adventure-works.com,"$70,000 ",Bachelors,Professional
17330,LATOYA,BECKER,1962-08-15,M,NA,latoya19@adventure-works.com,"$70,000 ",Bachelors,Professional
18737,RICKY,GOMEZ,1959-07-21,S,NA,ricky1@adventure-works.com,"$100,000 ",Bachelors,Professional
20259,JENNY,ANDERSEN,1963-09-28,S,NA,jenny35@adventure-works.com,"$70,000 ",Bachelors,Professional
20631,GERALD,DOMINGUEZ,1970-10-16,S,NA,gerald21@adventure-works.com,"$130,000 ",Bachelors,Professional
21938,SAVANNAH,HALL,1959-06-13,M,NA,savannah45@adventure-works.com,"$60,000 ",Bachelors,Professional
23433,PEDRO,MUÑOZ,1968-04-09,S,NA,pedro28@adventure-works.com,"$70,000 ",Bachelors,Professional
25433,ZACHARY,KUMAR,1965-11-05,S,NA,zachary26@adventure-works.com,"$40,000 ",Bachelors,Professional
25816,TERESA,NAVARRO,1975-08-10,M,NA,teresa10@adventure-works.com,"$80,000 ",Bachelors,Professional
14534,ABBY,RANA,1961-04-24,S,NA,abby8@adventure-works.com,"$10,000 ",Bachelors,Manual
23977,GAIL,BUTLER,1958-02-24,S,NA,gail4@adventure-works.com,"$20,000 ",Bachelors,Manual
13448,CATHERINE,WARD,1962-07-13,M,NA,catherine11@adventure-works.com,"$130,000 ",Bachelors,Management
16590,SHAWN,DENG,1953-09-02,M,NA,shawn3@adventure-works.com,"$150,000 ",Bachelors,Management
19807,SHANNON,ZHAO,1959-04-24,M,NA,shannon11@adventure-works.com,"$110,000 ",Bachelors,Management
19856,TAMMY,MADAN,1946-06-16,M,NA,tammy8@adventure-works.com,"$60,000 ",Bachelors,Management
20396,JASON,SIMMONS,1941-05-24,S,NA,jason12@adventure-works.com,"$50,000 ",Bachelors,Management
24504,EDDIE,NAVARRO,1941-08-03,M,NA,eddie10@adventure-works.com,"$40,000 ",Bachelors,Management
26519,BRIANNA,WOOD,1950-01-02,M,NA,brianna49@adventure-works.com,"$80,000 ",Bachelors,Management
28999,EDWARD,MARTINEZ,1947-10-24,M,NA,edward40@adventure-works.com,"$70,000 ",Bachelors,Management
29345,RANDALL,DIAZ,1942-02-26,S,NA,randall4@adventure-works.com,"$40,000 ",Bachelors,Management
11643,NAOMI,MUNOZ,1970-07-27,M,NA,naomi7@adventure-works.com,"$50,000 ",Bachelors,Skilled Manual
19152,JONATHAN,WALKER,1964-02-02,M,NA,jonathan77@adventure-works.com,"$60,000 ",Bachelors,Skilled Manual
21601,JACQUELINE,BELL,1968-02-20,M,NA,jacqueline38@adventure-works.com,"$70,000 ",Bachelors,Skilled Manual
22312,KRISTI,MEHTA,1972-08-09,M,NA,kristi31@adventure-works.com,"$40,000 ",Bachelors,Skilled Manual
24322,ALEXANDRA,EVANS,1964-02-22,M,NA,alexandra44@adventure-works.com,"$60,000 ",Bachelors,Skilled Manual
24804,TONYA,RAJI,1968-09-19,M,NA,tonya21@adventure-works.com,"$70,000 ",Bachelors,Skilled Manual
29136,CAROLINE,BRYANT,1964-05-08,M,NA,caroline19@adventure-works.com,"$60,000 ",Bachelors,Skilled Manual
12276,ALISHA,SHAN,1970-07-13,M,NA,alisha34@adventure-works.com,"$30,000 ",Bachelors,Clerical
13517,NICOLAS,SHARMA,1942-05-10,S,NA,nicolas7@adventure-works.com,"$30,000 ",Bachelors,Clerical
17719,VINCENT,GAO,1938-09-11,M,NA,vincent14@adventure-works.com,"$10,000 ",Bachelors,Clerical
12283,TODD,ZENG,1969-08-10,S,NA,todd19@adventure-works.com,"$20,000 ",Partial College,Manual
15051,HAROLD,MCDONALD,1960-05-23,S,NA,harold11@adventure-works.com,"$20,000 ",Partial College,Manual
17927,DOUGLAS,PATEL,1977-11-17,S,NA,douglas6@adventure-works.com,"$20,000 ",Partial College,Manual
20145,FERNANDO,LEE,1954-10-24,M,NA,fernando20@adventure-works.com,"$10,000 ",Partial College,Manual
21047,SHEENA,ANDERSEN,1968-01-27,S,NA,sheena11@adventure-works.com,"$20,000 ",Partial College,Manual
22397,MARIE,PATEL,1942-08-05,M,NA,marie7@adventure-works.com,"$10,000 ",Partial College,Manual
29448,LINDSEY,YUAN,1941-11-28,S,NA,lindsey7@adventure-works.com,"$20,000 ",Partial College,Manual
21541,DAISY,GUTIERREZ,1950-03-26,M,NA,daisy7@adventure-works.com,"$160,000 ",Partial College,Management
13138,TERESA,ALONSO,1960-06-11,M,NA,teresa8@adventure-works.com,"$70,000 ",Partial College,Skilled Manual
17331,KEITH,STONE,1962-01-06,M,NA,keith4@adventure-works.com,"$70,000 ",Partial College,Skilled Manual
17333,MISTY,CHANDER,1957-04-17,S,NA,misty17@adventure-works.com,"$70,000 ",Partial College,Skilled Manual
18779,JOSE,HILL,1974-04-22,M,NA,jose48@adventure-works.com,"$30,000 ",Partial College,Skilled Manual
18921,RACHEL,BAILEY,1973-03-25,S,NA,rachel36@adventure-works.com,"$60,000 ",Partial College,Skilled Manual
25004,SAMUEL,THOMAS,1978-02-14,S,NA,samuel67@adventure-works.com,"$30,000 ",Partial College,Skilled Manual
26200,IAN,BAKER,1972-08-01,S,NA,ian31@adventure-works.com,"$70,000 ",Partial College,Skilled Manual
26568,NANCY,KOVAR,1955-08-11,S,NA,nancy8@adventure-works.com,"$80,000 ",Partial College,Skilled Manual
11234,ANNA,GRIFFIN,1952-11-19,S,NA,anna46@adventure-works.com,"$70,000 ",Partial College,Professional
12300,ADRIANA,GONZALEZ,1946-07-18,S,NA,adriana19@adventure-works.com,"$80,000 ",Partial College,Professional
14176,MINDY,RAI,1946-03-08,M,NA,mindy22@adventure-works.com,"$80,000 ",Partial College,Professional
15996,EMILY,BARNES,1952-02-27,M,NA,emily28@adventure-works.com,"$40,000 ",Partial College,Professional
17141,MAKAYLA,ROGERS,1947-05-11,S,NA,makayla15@adventure-works.com,"$70,000 ",Partial College,Professional
19910,ORLANDO,RUBIO,1955-06-04,M,NA,orlando21@adventure-works.com,"$130,000 ",Partial College,Professional
20533,LUIS,PERRY,1950-09-07,M,NA,luis6@adventure-works.com,"$60,000 ",Partial College,Professional
22715,MARCUS,WATSON,1965-11-18,M,NA,marcus74@adventure-works.com,"$90,000 ",Partial College,Professional
24851,LESLIE,ORTEGA,1946-06-08,M,NA,leslie22@adventure-works.com,"$130,000 ",Partial College,Professional
25889,REGINALD,MUNOZ,1950-05-26,M,NA,reginald14@adventure-works.com,"$60,000 ",Partial College,Professional
25959,KATHERINE,HALL,1976-11-10,S,NA,katherine96@adventure-works.com,"$60,000 ",Partial College,Professional
27937,KRISTINE,ALVAREZ,1945-05-22,S,NA,kristine6@adventure-works.com,"$90,000 ",Partial College,Professional
28276,CHRISTY,DENG,1935-11-25,M,NA,christy21@adventure-works.com,"$40,000 ",Partial College,Professional
11526,KATHERINE,DIAZ,1956-08-06,M,NA,katherine48@adventure-works.com,"$40,000 ",Partial College,Clerical
12446,JASMINE,HALL,1957-08-03,M,NA,jasmine21@adventure-works.com,"$40,000 ",Partial College,Clerical
12517,ALEXA,WATSON,1977-08-25,S,NA,alexa0@adventure-works.com,"$30,000 ",Partial College,Clerical
14905,RICARDO,SHEN,1956-04-02,M,NA,ricardo2@adventure-works.com,"$40,000 ",Partial College,Clerical
14980,MICHELE,GARCIA,1978-09-03,S,NA,michele28@adventure-works.com,"$30,000 ",Partial College,Clerical
15438,ARTHUR,RODRIGUEZ,1947-03-11,M,NA,arthur20@adventure-works.com,"$30,000 ",Partial College,Clerical
16208,RUTH,CHANDRA,1971-07-21,S,NA,ruth7@adventure-works.com,"$40,000 ",Partial College,Clerical
22685,BARBARA,MA,1979-05-05,S,NA,barbara25@adventure-works.com,"$30,000 ",Partial College,Clerical
23764,ALISHA,LIU,1972-03-13,S,NA,alisha4@adventure-works.com,"$40,000 ",Partial College,Clerical
23815,JULIA,WARD,1959-11-26,S,NA,julia57@adventure-works.com,"$40,000 ",Partial College,Clerical
25522,CASEY,ANAND,1976-09-13,S,NA,casey22@adventure-works.com,"$30,000 ",Partial College,Clerical
27815,JAMIE,CHOW,1979-12-26,M,NA,jamie4@adventure-works.com,"$30,000 ",Partial College,Clerical
28424,NEIL,ROMERO,1977-01-20,S,NA,neil8@adventure-works.com,"$30,000 ",Partial College,Clerical
28793,ALEXANDER,JACKSON,1958-05-14,M,NA,alexander15@adventure-works.com,"$40,000 ",Partial College,Clerical
12355,MONIQUE,ORTEGA,1973-03-23,S,F,monique18@adventure-works.com,"$120,000 ",Partial High School,Professional
16639,RENEE,ROMERO,1971-07-11,S,F,renee8@adventure-works.com,"$110,000 ",Partial High School,Professional
19964,GLORIA,ALONSO,1973-06-11,S,F,gloria8@adventure-works.com,"$120,000 ",Partial High School,Professional
19975,BRITTNEY,ZHANG,1970-09-16,S,F,brittney0@adventure-works.com,"$100,000 ",Partial High School,Professional
19977,KRISTINE,GILL,1970-10-10,S,F,kristine14@adventure-works.com,"$120,000 ",Partial High School,Professional
20616,KRISTI,SERRANO,1973-02-12,S,F,kristi12@adventure-works.com,"$120,000 ",Partial High School,Professional
23665,CRYSTAL,YANG,1970-11-09,S,F,crystal7@adventure-works.com,"$120,000 ",Partial High School,Professional
26442,BARBARA,HUANG,1972-01-07,S,F,barbara15@adventure-works.com,"$120,000 ",Partial High School,Professional
26444,PAMELA,LOPEZ,1970-10-05,S,F,pamela20@adventure-works.com,"$100,000 ",Partial High School,Professional
27371,CAROLYN,SRINI,1971-10-26,S,F,carolyn8@adventure-works.com,"$110,000 ",Partial High School,Professional
27985,MICHELE,SHEN,1970-07-10,S,F,michele2@adventure-works.com,"$100,000 ",Partial High School,Professional
28948,VALERIE,YE,1973-08-06,S,F,valerie11@adventure-works.com,"$120,000 ",Partial High School,Professional
28957,KATE,XU,1972-02-11,S,F,kate4@adventure-works.com,"$120,000 ",Partial High School,Professional
12358,LACEY,RAJE,1970-02-26,M,F,lacey4@adventure-works.com,"$100,000 ",Partial High School,Professional
12699,AMY,CHOW,1970-03-18,M,F,amy10@adventure-works.com,"$120,000 ",Partial High School,Professional
12700,MINDY,KUMAR,1971-03-20,M,F,mindy12@adventure-works.com,"$110,000 ",Partial High School,Professional
12702,YOLANDA,SHAN,1971-09-07,M,F,yolanda9@adventure-works.com,"$110,000 ",Partial High School,Professional
12703,RENEE,SUAREZ,1971-06-20,M,F,renee17@adventure-works.com,"$110,000 ",Partial High School,Professional
13644,KRISTI,DOMINGUEZ,1970-04-02,M,F,kristi8@adventure-works.com,"$100,000 ",Partial High School,Professional
13649,REBEKAH,SUAREZ,1971-05-08,M,F,rebekah39@adventure-works.com,"$110,000 ",Partial High School,Professional
14231,KARI,SAI,1972-08-05,M,F,kari7@adventure-works.com,"$120,000 ",Partial High School,Professional
14237,KATE,ANDERSEN,1970-04-11,M,F,kate10@adventure-works.com,"$120,000 ",Partial High School,Professional
15152,MEGHAN,MORENO,1971-06-15,M,F,meghan6@adventure-works.com,"$110,000 ",Partial High School,Professional
15153,KRISTEN,LI,1971-10-04,M,F,kristen3@adventure-works.com,"$110,000 ",Partial High School,Professional
15732,SANDRA,ZHU,1972-05-28,M,F,sandra21@adventure-works.com,"$120,000 ",Partial High School,Professional
15733,LESLIE,RAMOS,1972-03-25,M,F,leslie18@adventure-works.com,"$120,000 ",Partial High School,Professional
15734,ALICIA,LAL,1970-07-11,M,F,alicia6@adventure-works.com,"$100,000 ",Partial High School,Professional
15735,LORI,BLANCO,1970-05-02,M,F,lori16@adventure-works.com,"$100,000 ",Partial High School,Professional
17248,ALICIA,BECK,1972-03-03,M,F,alicia16@adventure-works.com,"$120,000 ",Partial High School,Professional
17250,ALICIA,SHE,1972-03-13,M,F,alicia0@adventure-works.com,"$150,000 ",Partial High School,Professional
17255,CARLY,NATH,1970-09-03,M,F,carly16@adventure-works.com,"$100,000 ",Partial High School,Professional
18204,TIFFANY,CAI,1973-11-21,M,F,tiffany22@adventure-works.com,"$120,000 ",Partial High School,Professional
18219,FELICIA,GOMEZ,1970-11-06,M,F,felicia1@adventure-works.com,"$120,000 ",Partial High School,Professional
19099,SHEENA,DENG,1972-11-09,M,F,sheena1@adventure-works.com,"$120,000 ",Partial High School,Professional
19104,MARIAH,JAMES,1971-02-28,M,F,mariah32@adventure-works.com,"$100,000 ",Partial High School,Professional
20621,MEREDITH,ALONSO,1972-02-06,M,F,meredith31@adventure-works.com,"$120,000 ",Partial High School,Professional
20629,BONNIE,RAJE,1970-03-02,M,F,bonnie20@adventure-works.com,"$120,000 ",Partial High School,Professional
21890,TIFFANY,ZENG,1973-02-05,M,F,tiffany23@adventure-works.com,"$120,000 ",Partial High School,Professional
21899,MARIE,VAZQUEZ,1971-04-10,M,F,marie38@adventure-works.com,"$110,000 ",Partial High School,Professional
24609,JENNY,ZHANG,1972-04-10,M,F,jenny2@adventure-works.com,"$120,000 ",Partial High School,Professional
24613,STACY,SERRANO,1970-09-23,M,F,stacy17@adventure-works.com,"$100,000 ",Partial High School,Professional
24614,LINDSEY,RAJE,1970-08-15,M,F,lindsey15@adventure-works.com,"$120,000 ",Partial High School,Professional
24922,NAOMI,JIMENEZ,1970-04-08,M,F,naomi5@adventure-works.com,"$120,000 ",Partial High School,Professional
24923,EBONY,SARA,1970-04-04,M,F,ebony10@adventure-works.com,"$120,000 ",Partial High School,Professional
27356,MAYRA,LOPEZ,1973-02-10,M,F,mayra16@adventure-works.com,"$120,000 ",Partial High School,Professional
27368,BRANDY,GONZALEZ,1970-09-01,M,F,brandy15@adventure-works.com,"$100,000 ",Partial High School,Professional
13612,HAILEY,ROSS,1947-02-21,M,F,hailey25@adventure-works.com,"$130,000 ",Partial High School,Professional
15713,HANNAH,LEE,1948-06-09,M,F,hannah20@adventure-works.com,"$130,000 ",Partial High School,Professional
16603,SCOTT,SEELY,1947-11-19,M,F,scott11@adventure-works.com,"$110,000 ",Partial High School,Professional
18185,LAURA,HUANG,1947-11-06,M,F,laura12@adventure-works.com,"$110,000 ",Partial High School,Professional
18186,LORI,HERNANDEZ,1947-08-02,M,F,lori6@adventure-works.com,"$130,000 ",Partial High School,Professional
19081,LESLIE,RUBIO,1947-08-07,M,F,leslie21@adventure-works.com,"$100,000 ",Partial High School,Professional
21869,TINA,PRASAD,1947-10-10,M,F,tina11@adventure-works.com,"$100,000 ",Partial High School,Professional
21870,JENNY,RAJI,1947-09-04,M,F,jenny44@adventure-works.com,"$130,000 ",Partial High School,Professional
22836,MICHELE,SAI,1947-04-04,S,F,michele61@adventure-works.com,"$110,000 ",Partial High School,Professional
24582,MARIE,SAI,1947-10-24,M,F,marie10@adventure-works.com,"$160,000 ",Partial High School,Professional
24883,STACEY,LIN,1947-03-26,S,F,stacey8@adventure-works.com,"$100,000 ",Partial High School,Professional
27337,JULIA,HALL,1947-09-15,M,F,julia20@adventure-works.com,"$150,000 ",Partial High School,Professional
27967,STEFANIE,PATEL,1947-12-25,S,F,stefanie2@adventure-works.com,"$170,000 ",Partial High School,Professional
28960,JACQUELYN,VAZQUEZ,1972-03-22,M,F,jacquelyn15@adventure-works.com,"$160,000 ",Partial High School,Professional
12683,LAURA,ZHOU,1973-02-01,S,F,laura15@adventure-works.com,"$120,000 ",Partial High School,Professional
15356,DAWN,JAI,1955-04-19,M,F,dawn35@adventure-works.com,"$120,000 ",Partial High School,Professional
16619,WHITNEY,PEREZ,1974-05-05,M,F,whitney20@adventure-works.com,"$120,000 ",Partial High School,Professional
17190,EBONY,RANA,1955-10-07,S,F,ebony11@adventure-works.com,"$120,000 ",Partial High School,Professional
18139,JENNIFER,WASHINGTON,1955-02-12,M,F,jennifer86@adventure-works.com,"$120,000 ",Partial High School,Professional
21826,ABIGAIL,RUSSELL,1955-07-10,M,F,abigail45@adventure-works.com,"$120,000 ",Partial High School,Professional
22799,RILEY,ALEXANDER,1956-04-04,M,F,riley16@adventure-works.com,"$120,000 ",Partial High School,Professional
22802,ANN,VAN,1955-03-24,S,F,ann9@adventure-works.com,"$120,000 ",Partial High School,Professional
23650,CAROLYN,VAZQUEZ,1974-06-07,M,F,carolyn35@adventure-works.com,"$120,000 ",Partial High School,Professional
24540,JANET,MARTIN,1956-12-16,M,F,janet5@adventure-works.com,"$120,000 ",Partial High School,Professional
27354,DEANNA,PATEL,1974-08-22,S,F,deanna6@adventure-works.com,"$120,000 ",Partial High School,Professional
27943,SABRINA,ALVAREZ,1954-10-19,S,F,sabrina2@adventure-works.com,"$120,000 ",Partial High School,Professional
18574,KAITLYN,TAYLOR,1966-10-20,M,F,kaitlyn31@adventure-works.com,"$60,000 ",Graduate Degree,Professional
27293,KAITLYN,JACKSON,1966-05-18,M,F,kaitlyn34@adventure-works.com,"$60,000 ",Graduate Degree,Professional
16093,KAITLYN,MORRIS,1966-03-02,S,F,kaitlyn48@adventure-works.com,"$60,000 ",Graduate Degree,Professional
11682,KAITLYN,HALL,1969-03-16,M,F,kaitlyn46@adventure-works.com,"$70,000 ",Graduate Degree,Professional
19121,KAITLYN,BLUE,1971-11-12,M,F,kaitlyn52@adventure-works.com,"$70,000 ",Graduate Degree,Professional
21159,KAITLYN,RODRIGUEZ,1959-06-09,M,F,kaitlyn43@adventure-works.com,"$70,000 ",Graduate Degree,Professional
16979,KAITLYN,ROGERS,1966-08-03,S,F,kaitlyn49@adventure-works.com,"$70,000 ",Graduate Degree,Professional
19117,KAITLYN,COLEMAN,1969-11-26,S,F,kaitlyn73@adventure-works.com,"$60,000 ",Graduate Degree,Professional
22300,KAITLYN,PRICE,1963-03-18,S,F,kaitlyn68@adventure-works.com,"$60,000 ",Graduate Degree,Professional
26310,KAITLYN,GARCIA,1969-09-22,S,F,kaitlyn39@adventure-works.com,"$60,000 ",Graduate Degree,Professional
26337,JENNIFER,GONZALEZ,1966-05-28,M,F,jennifer20@adventure-works.com,"$60,000 ",Graduate Degree,Professional
13890,JENNIFER,CARTER,1966-09-16,S,F,jennifer12@adventure-works.com,"$60,000 ",Graduate Degree,Professional
21617,JENNIFER,MILLER,1966-02-27,S,F,jennifer34@adventure-works.com,"$60,000 ",Graduate Degree,Professional
23393,JENNIFER,ANDERSON,1967-04-21,S,F,jennifer38@adventure-works.com,"$60,000 ",Graduate Degree,Professional
27106,JENNIFER,ALLEN,1970-01-25,S,F,jennifer26@adventure-works.com,"$70,000 ",Graduate Degree,Professional
11806,JENNIFER,STEWART,1971-08-10,M,F,jennifer52@adventure-works.com,"$70,000 ",Graduate Degree,Professional
21625,JENNIFER,HALL,1969-08-27,M,F,jennifer51@adventure-works.com,"$70,000 ",Graduate Degree,Professional
26008,JENNIFER,GONZALES,1959-06-23,M,F,jennifer90@adventure-works.com,"$70,000 ",Graduate Degree,Professional
11800,JENNIFER,BAKER,1969-11-07,M,F,jennifer19@adventure-works.com,"$60,000 ",Graduate Degree,Professional
27298,JENNIFER,COLEMAN,1969-12-12,S,F,jennifer80@adventure-works.com,"$60,000 ",Graduate Degree,Professional
24830,ALEXANDRA,COX,1965-09-08,M,F,alexandra14@adventure-works.com,"$60,000 ",Graduate Degree,Professional
20202,ALEXANDRA,JONES,1959-12-02,M,F,alexandra66@adventure-works.com,"$70,000 ",Graduate Degree,Professional
27093,ALEXANDRA,MARTIN,1971-11-15,S,F,alexandra78@adventure-works.com,"$70,000 ",Graduate Degree,Professional
12905,ALEXANDRA,SANCHEZ,1969-09-10,M,F,alexandra2@adventure-works.com,"$60,000 ",Graduate Degree,Professional
15498,ALEXANDRA,WASHINGTON,1970-02-08,M,F,alexandra36@adventure-works.com,"$60,000 ",Graduate Degree,Professional
18558,ALEXANDRA,PRICE,1971-09-22,M,F,alexandra23@adventure-works.com,"$60,000 ",Graduate Degree,Professional
23172,ALEXANDRA,THOMAS,1970-09-03,M,F,alexandra74@adventure-works.com,"$60,000 ",Graduate Degree,Professional
22268,ALEXANDRA,BARNES,1969-09-22,S,F,alexandra26@adventure-works.com,"$60,000 ",Graduate Degree,Professional
23857,ALEXANDRA,ANDERSON,1969-12-25,S,F,alexandra73@adventure-works.com,"$60,000 ",Graduate Degree,Professional
15507,HAILEY,CAMPBELL,1966-09-28,M,F,hailey49@adventure-works.com,"$60,000 ",Graduate Degree,Professional
23184,HAILEY,CARTER,1966-09-13,S,F,hailey51@adventure-works.com,"$60,000 ",Graduate Degree,Professional
22903,HAILEY,STEWART,1958-06-11,S,F,hailey0@adventure-works.com,"$80,000 ",Graduate Degree,Professional
12985,HAILEY,ROBERTS,1958-05-11,M,F,hailey46@adventure-works.com,"$70,000 ",Graduate Degree,Professional
15873,HAILEY,RICHARDSON,1972-10-19,M,F,hailey10@adventure-works.com,"$70,000 ",Graduate Degree,Professional
20199,HAILEY,COOK,1959-09-27,M,F,hailey4@adventure-works.com,"$70,000 ",Graduate Degree,Professional
13896,HAILEY,MITCHELL,1969-10-10,S,F,hailey52@adventure-works.com,"$70,000 ",Graduate Degree,Professional
15470,HAILEY,LOPEZ,1970-02-21,M,F,hailey60@adventure-works.com,"$60,000 ",Graduate Degree,Professional
11709,HAILEY,COLLINS,1963-02-19,S,F,hailey45@adventure-works.com,"$60,000 ",Graduate Degree,Professional
23877,KATHERINE,MORRIS,1966-05-21,M,F,katherine4@adventure-works.com,"$60,000 ",Graduate Degree,Professional
